filed_date,fiscal_year,form,fiscal_period,company,ticker,category,quarter,year,date,industrykey,sectorkey,close,volume,Revenue,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,IncomeTaxExpenseBenefit,CommonStockSharesOutstanding,Assets_lag1,CommonStockSharesOutstanding_lag1,IncomeTaxExpenseBenefit_lag1,Liabilities_lag1,NetIncomeLoss_lag1,OperatingIncomeLoss_lag1,StockholdersEquity_lag1,Revenue_lag1,close_lag1,volume_lag1
2024-02-28,2023,10-K,FY,Primerica,PRI,mlm,4,2023,2023-12-31,insurance-life,financial-services,199.0907745361328,74900.0,2709732000.0,477362000.0,346986460.3174603,16195964000.0,12610169000.0,925427000.0,167544000.0,39306000.0,14641423000.0,39368000.0,113102000.0,12610169000.0,325347000.0,346986460.3174603,925427000.0,2033194000.0,187.13937377929688,129100.0
2024-05-07,2024,10-Q,Q1,Primerica,PRI,mlm,1,2024,2024-03-31,insurance-life,financial-services,245.50802612304688,146100.0,690036000.0,128099000.0,346986460.3174603,15027732000.0,12961765000.0,1946410000.0,38843000.0,36824000.0,16195964000.0,39306000.0,167544000.0,12610169000.0,477362000.0,346986460.3174603,925427000.0,2709732000.0,199.0907745361328,74900.0
2024-08-08,2024,10-Q,Q2,Primerica,PRI,mlm,2,2024,2024-06-30,insurance-life,financial-services,230.36805725097656,711100.0,1378422000.0,272603000.0,346986460.3174603,15027732000.0,12961765000.0,2015464000.0,83235000.0,36824000.0,15027732000.0,36824000.0,38843000.0,12961765000.0,128099000.0,346986460.3174603,1946410000.0,690036000.0,245.50802612304688,146100.0
2024-11-07,2024,10-Q,Q3,Primerica,PRI,mlm,3,2024,2024-09-30,insurance-life,financial-services,259.0872802734375,134900.0,2042317000.0,272603000.0,346986460.3174603,15027732000.0,12961765000.0,2312495000.0,134603000.0,36824000.0,15027732000.0,36824000.0,83235000.0,12961765000.0,272603000.0,346986460.3174603,2015464000.0,1378422000.0,230.36805725097656,711100.0
2025-02-28,2024,10-K,FY,Primerica,PRI,mlm,4,2024,2024-12-31,insurance-life,financial-services,266.02667236328125,139900.0,2657451000.0,472068000.0,346986460.3174603,15027732000.0,12961765000.0,2031254000.0,163942000.0,39368000.0,15027732000.0,36824000.0,134603000.0,12961765000.0,272603000.0,346986460.3174603,2312495000.0,2042317000.0,259.0872802734375,134900.0
2025-05-08,2025,10-Q,Q1,Primerica,PRI,mlm,1,2025,2025-03-31,insurance-life,financial-services,279.9161071777344,325600.0,735950000.0,472068000.0,346986460.3174603,14582022000.0,12322981000.0,2185908000.0,44975000.0,34996000.0,15027732000.0,39368000.0,163942000.0,12961765000.0,472068000.0,346986460.3174603,2031254000.0,2657451000.0,266.02667236328125,139900.0
2025-08-07,2025,10-Q,Q2,Primerica,PRI,mlm,2,2025,2025-06-30,insurance-life,financial-services,270.26531982421875,401500.0,1526904000.0,472068000.0,346986460.3174603,14582022000.0,12322981000.0,2121760000.0,108442000.0,34996000.0,14582022000.0,34996000.0,44975000.0,12322981000.0,472068000.0,346986460.3174603,2185908000.0,735950000.0,279.9161071777344,325600.0
2025-11-06,2025,10-Q,Q3,Primerica,PRI,mlm,3,2025,2025-09-30,insurance-life,financial-services,275.2161560058594,145800.0,2301033000.0,472068000.0,346986460.3174603,14582022000.0,12322981000.0,1946828000.0,168283000.0,34996000.0,14582022000.0,34996000.0,108442000.0,12322981000.0,472068000.0,346986460.3174603,2121760000.0,1526904000.0,270.26531982421875,401500.0
2026-02-27,2025,10-K,FY,Primerica,PRI,mlm,4,2025,2025-12-31,insurance-life,financial-services,259.3033142089844,187100.0,2748507000.0,472068000.0,346986460.3174603,14582022000.0,12322981000.0,2065967000.0,180556000.0,36824000.0,14582022000.0,34996000.0,168283000.0,12322981000.0,472068000.0,346986460.3174603,1946828000.0,2301033000.0,275.2161560058594,145800.0
2019-06-04,2019,10-Q,Q1,Uber,UBER,gig,1,2019,,,,,,2584000000.0,3748000000.0,-478000000.0,23988000000.0,17196000000.0,-8557000000.0,576000000.0,457189000.0,,,,,,,,,,
2019-08-09,2019,10-Q,Q2,Uber,UBER,gig,2,2019,2019-06-30,software-application,technology,46.380001068115234,28657000.0,5352000000.0,3748000000.0,-1217000000.0,23988000000.0,17196000000.0,-8557000000.0,604000000.0,457189000.0,23988000000.0,457189000.0,576000000.0,17196000000.0,3748000000.0,-478000000.0,-8557000000.0,2584000000.0,,
2019-11-05,2019,10-Q,Q3,Uber,UBER,gig,3,2019,2019-09-30,software-application,technology,30.46999931335449,4986600.0,8296000000.0,1884000000.0,-478000000.0,23988000000.0,17196000000.0,-7385000000.0,605000000.0,457189000.0,23988000000.0,457189000.0,604000000.0,17196000000.0,3748000000.0,-1217000000.0,-8557000000.0,5352000000.0,46.380001068115234,28657000.0
2020-03-02,2019,10-K,FY,Uber,UBER,gig,4,2019,2019-12-31,software-application,technology,29.739999771118164,16228400.0,7932000000.0,-4033000000.0,-4080000000.0,23988000000.0,17196000000.0,-7385000000.0,-542000000.0,457189000.0,23988000000.0,457189000.0,605000000.0,17196000000.0,1884000000.0,-478000000.0,-7385000000.0,8296000000.0,30.46999931335449,4986600.0
2020-05-08,2020,10-Q,Q1,Uber,UBER,gig,1,2020,2020-03-31,software-application,technology,27.920000076293945,43126400.0,3099000000.0,-1012000000.0,-1034000000.0,31761000000.0,16578000000.0,14190000000.0,19000000.0,1716681000.0,23988000000.0,457189000.0,-542000000.0,17196000000.0,-4033000000.0,-4080000000.0,-7385000000.0,7932000000.0,29.739999771118164,16228400.0
2020-08-07,2020,10-Q,Q2,Uber,UBER,gig,2,2020,2020-06-30,software-application,technology,31.07999992370605,21282800.0,6265000000.0,-6248000000.0,-6519000000.0,31761000000.0,16578000000.0,14190000000.0,17000000.0,1716681000.0,31761000000.0,1716681000.0,19000000.0,16578000000.0,-1012000000.0,-1034000000.0,14190000000.0,3099000000.0,27.920000076293945,43126400.0
2020-11-06,2020,10-Q,Q3,Uber,UBER,gig,3,2020,2020-09-30,software-application,technology,36.47999954223633,21386300.0,10078000000.0,-7410000000.0,-7625000000.0,31761000000.0,16578000000.0,14190000000.0,20000000.0,1716681000.0,31761000000.0,1716681000.0,17000000.0,16578000000.0,-6248000000.0,-6519000000.0,14190000000.0,6265000000.0,31.07999992370605,21282800.0
2021-03-01,2020,10-K,FY,Uber,UBER,gig,4,2020,2020-12-31,software-application,technology,51.0,13282800.0,10433000000.0,997000000.0,-3033000000.0,31761000000.0,16578000000.0,14190000000.0,283000000.0,1716681000.0,31761000000.0,1716681000.0,20000000.0,16578000000.0,-7410000000.0,-7625000000.0,14190000000.0,10078000000.0,36.47999954223633,21386300.0
2021-05-06,2021,10-Q,Q1,Uber,UBER,gig,1,2021,2021-03-31,software-application,technology,54.5099983215332,14760500.0,3248000000.0,-2936000000.0,-1263000000.0,33252000000.0,19498000000.0,12266000000.0,-242000000.0,1849794000.0,31761000000.0,1716681000.0,283000000.0,16578000000.0,997000000.0,-3033000000.0,14190000000.0,10433000000.0,51.0,13282800.0
2021-08-05,2021,10-Q,Q2,Uber,UBER,gig,2,2021,2021-06-30,software-application,technology,50.119998931884766,18069400.0,5161000000.0,-4711000000.0,-2870000000.0,33252000000.0,19498000000.0,12266000000.0,-238000000.0,1849794000.0,33252000000.0,1849794000.0,-242000000.0,19498000000.0,-2936000000.0,-1263000000.0,12266000000.0,3248000000.0,54.5099983215332,14760500.0
2021-11-09,2021,10-Q,Q3,Uber,UBER,gig,3,2021,2021-09-30,software-application,technology,44.79999923706055,16650600.0,7974000000.0,-5799000000.0,-3986000000.0,33252000000.0,19498000000.0,12266000000.0,-215000000.0,1849794000.0,33252000000.0,1849794000.0,-238000000.0,19498000000.0,-4711000000.0,-2870000000.0,12266000000.0,5161000000.0,50.119998931884766,18069400.0
2022-02-24,2021,10-K,FY,Uber,UBER,gig,4,2021,2021-12-31,software-application,technology,41.93000030517578,13746900.0,13000000000.0,-8506000000.0,-8596000000.0,33252000000.0,19498000000.0,12266000000.0,45000000.0,1849794000.0,33252000000.0,1849794000.0,-215000000.0,19498000000.0,-5799000000.0,-3986000000.0,12266000000.0,7974000000.0,44.79999923706055,16650600.0
2022-05-05,2022,10-Q,Q1,Uber,UBER,gig,1,2022,2022-03-31,software-application,technology,35.68000030517578,20608700.0,2903000000.0,-108000000.0,-1524000000.0,38774000000.0,23425000000.0,14458000000.0,185000000.0,1949316000.0,33252000000.0,1849794000.0,45000000.0,19498000000.0,-8506000000.0,-8596000000.0,12266000000.0,13000000000.0,41.93000030517578,13746900.0
2022-08-04,2022,10-Q,Q2,Uber,UBER,gig,2,2022,2022-06-30,software-application,technology,20.459999084472656,30882500.0,6832000000.0,1036000000.0,-2712000000.0,38774000000.0,23425000000.0,14458000000.0,-294000000.0,1949316000.0,38774000000.0,1949316000.0,185000000.0,23425000000.0,-108000000.0,-1524000000.0,14458000000.0,2903000000.0,35.68000030517578,20608700.0
2022-11-02,2022,10-Q,Q3,Uber,UBER,gig,3,2022,2022-09-30,software-application,technology,26.5,23894900.0,11677000000.0,-1388000000.0,-3284000000.0,38774000000.0,23425000000.0,14458000000.0,-395000000.0,1949316000.0,38774000000.0,1949316000.0,-294000000.0,23425000000.0,1036000000.0,-2712000000.0,14458000000.0,6832000000.0,20.459999084472656,30882500.0
2023-02-21,2022,10-K,FY,Uber,UBER,gig,4,2022,2022-12-31,software-application,technology,24.729999542236328,20474100.0,11139000000.0,-6768000000.0,-4863000000.0,38774000000.0,23425000000.0,14458000000.0,-192000000.0,1949316000.0,38774000000.0,1949316000.0,-395000000.0,23425000000.0,-1388000000.0,-3284000000.0,14458000000.0,11677000000.0,26.5,23894900.0
2023-05-03,2023,10-Q,Q1,Uber,UBER,gig,1,2023,2023-03-31,software-application,technology,31.700000762939453,14824600.0,6854000000.0,-5930000000.0,-482000000.0,32109000000.0,23605000000.0,7340000000.0,-232000000.0,2005486000.0,38774000000.0,1949316000.0,-192000000.0,23425000000.0,-6768000000.0,-4863000000.0,14458000000.0,11139000000.0,24.729999542236328,20474100.0
2023-08-02,2023,10-Q,Q2,Uber,UBER,gig,2,2023,2023-06-30,software-application,technology,43.16999816894531,17589200.0,14927000000.0,-8530000000.0,-1195000000.0,32109000000.0,23605000000.0,7340000000.0,-155000000.0,2005486000.0,32109000000.0,2005486000.0,-232000000.0,23605000000.0,-5930000000.0,-482000000.0,7340000000.0,6854000000.0,31.700000762939453,14824600.0
2023-11-07,2023,10-Q,Q3,Uber,UBER,gig,3,2023,2023-09-30,software-application,technology,45.9900016784668,14247000.0,23270000000.0,-9736000000.0,-1690000000.0,32109000000.0,23605000000.0,7340000000.0,-97000000.0,2005486000.0,32109000000.0,2005486000.0,-155000000.0,23605000000.0,-8530000000.0,-1195000000.0,7340000000.0,14927000000.0,43.16999816894531,17589200.0
2024-02-15,2023,10-K,FY,Uber,UBER,gig,4,2023,2023-12-31,software-application,technology,61.56999969482422,21615400.0,17455000000.0,-496000000.0,-3834000000.0,32109000000.0,23605000000.0,7340000000.0,-492000000.0,2005486000.0,32109000000.0,2005486000.0,-97000000.0,23605000000.0,-9736000000.0,-1690000000.0,7340000000.0,23270000000.0,45.9900016784668,14247000.0
2024-05-08,2024,10-Q,Q1,Uber,UBER,gig,1,2024,2024-03-31,software-application,technology,76.98999786376953,13421900.0,8823000000.0,-157000000.0,-262000000.0,38699000000.0,26017000000.0,11249000000.0,55000000.0,2071144000.0,32109000000.0,2005486000.0,-492000000.0,23605000000.0,-496000000.0,-3834000000.0,7340000000.0,17455000000.0,61.56999969482422,21615400.0
2024-08-06,2024,10-Q,Q2,Uber,UBER,gig,2,2024,2024-06-30,software-application,technology,72.68000030517578,21375900.0,18053000000.0,237000000.0,64000000.0,38699000000.0,26017000000.0,11249000000.0,120000000.0,2071144000.0,38699000000.0,2071144000.0,55000000.0,26017000000.0,-157000000.0,-262000000.0,11249000000.0,8823000000.0,76.98999786376953,13421900.0
2024-10-31,2024,10-Q,Q3,Uber,UBER,gig,3,2024,2024-09-30,software-application,technology,75.16000366210938,12991100.0,27345000000.0,458000000.0,458000000.0,38699000000.0,26017000000.0,11249000000.0,80000000.0,2071144000.0,38699000000.0,2071144000.0,120000000.0,26017000000.0,237000000.0,64000000.0,11249000000.0,18053000000.0,72.68000030517578,21375900.0
2025-02-14,2024,10-K,FY,Uber,UBER,gig,4,2024,2024-12-31,software-application,technology,60.31999969482422,14487300.0,31877000000.0,-9141000000.0,-1832000000.0,38699000000.0,26017000000.0,11249000000.0,-181000000.0,2071144000.0,38699000000.0,2071144000.0,80000000.0,26017000000.0,458000000.0,458000000.0,11249000000.0,27345000000.0,75.16000366210938,12991100.0
2025-05-07,2025,10-Q,Q1,Uber,UBER,gig,1,2025,2025-03-31,software-application,technology,72.86000061035156,16033100.0,10131000000.0,-654000000.0,172000000.0,51244000000.0,28768000000.0,21558000000.0,29000000.0,2107953000.0,38699000000.0,2071144000.0,-181000000.0,26017000000.0,-9141000000.0,-1832000000.0,11249000000.0,31877000000.0,60.31999969482422,14487300.0
2025-08-06,2025,10-Q,Q2,Uber,UBER,gig,2,2025,2025-06-30,software-application,technology,93.3000030517578,16155300.0,20831000000.0,361000000.0,968000000.0,51244000000.0,28768000000.0,21558000000.0,86000000.0,2107953000.0,51244000000.0,2107953000.0,29000000.0,28768000000.0,-654000000.0,172000000.0,21558000000.0,10131000000.0,72.86000061035156,16033100.0
2025-11-04,2025,10-Q,Q3,Uber,UBER,gig,3,2025,2025-09-30,software-application,technology,97.97000122070312,16793400.0,32019000000.0,2973000000.0,2029000000.0,51244000000.0,28768000000.0,21558000000.0,244000000.0,2107953000.0,51244000000.0,2107953000.0,86000000.0,28768000000.0,361000000.0,968000000.0,21558000000.0,20831000000.0,93.3000030517578,16155300.0
2026-02-13,2025,10-K,FY,Uber,UBER,gig,4,2025,2025-12-31,software-application,technology,82.12000274658203,9500700.0,37281000000.0,1887000000.0,1110000000.0,51244000000.0,28768000000.0,21558000000.0,213000000.0,2107953000.0,51244000000.0,2107953000.0,244000000.0,28768000000.0,2973000000.0,2029000000.0,21558000000.0,32019000000.0,97.97000122070312,16793400.0
2021-12-09,2021,10-Q,Q3,Udemy,UDMY,gig,3,2021,,,,,,247900000.0,-50585000.0,-47284000.0,282096000.0,268677000.0,-225590000.0,2261000.0,35627503.0,,,,,,,,,,
2022-03-25,2021,10-K,FY,Udemy,UDMY,gig,4,2021,2021-12-31,education-training-services,consumer-defensive,19.540000915527344,255300.0,329100000.0,-69703000.0,-68031000.0,282096000.0,268677000.0,-183568000.0,1375000.0,35627503.0,282096000.0,35627503.0,2261000.0,268677000.0,-50585000.0,-47284000.0,-225590000.0,247900000.0,,
2022-05-04,2022,10-Q,Q1,Udemy,UDMY,gig,1,2022,2022-03-31,education-training-services,consumer-defensive,12.460000038146973,526600.0,368500000.0,-17989000.0,-16438000.0,739851000.0,350151000.0,-260685000.0,905000.0,139164693.0,282096000.0,35627503.0,1375000.0,268677000.0,-69703000.0,-68031000.0,-183568000.0,329100000.0,19.540000915527344,255300.0
2022-08-03,2022,10-Q,Q2,Udemy,UDMY,gig,2,2022,2022-06-30,education-training-services,consumer-defensive,10.210000038146973,598900.0,414300000.0,-29380000.0,-27412000.0,739851000.0,350151000.0,-260685000.0,1059000.0,139164693.0,739851000.0,139164693.0,905000.0,350151000.0,-17989000.0,-16438000.0,-260685000.0,368500000.0,12.460000038146973,526600.0
2022-11-02,2022,10-Q,Q3,Udemy,UDMY,gig,3,2022,2022-09-30,education-training-services,consumer-defensive,12.09000015258789,491000.0,433700000.0,-38642000.0,-36962000.0,739851000.0,350151000.0,-260685000.0,514000.0,139164693.0,739851000.0,139164693.0,1059000.0,350151000.0,-29380000.0,-27412000.0,-260685000.0,414300000.0,10.210000038146973,598900.0
2023-02-27,2022,10-K,FY,Udemy,UDMY,gig,4,2022,2022-12-31,education-training-services,consumer-defensive,10.550000190734863,565000.0,478700000.0,-77620000.0,-73380000.0,739851000.0,350151000.0,-225590000.0,3149000.0,139164693.0,739851000.0,139164693.0,514000.0,350151000.0,-38642000.0,-36962000.0,-260685000.0,433700000.0,12.09000015258789,491000.0
2023-05-03,2023,10-Q,Q1,Udemy,UDMY,gig,1,2023,2023-03-31,education-training-services,consumer-defensive,8.829999923706055,416300.0,502300000.0,-25649000.0,-25316000.0,737568000.0,398258000.0,389700000.0,332000.0,145013786.0,739851000.0,139164693.0,3149000.0,350151000.0,-77620000.0,-73380000.0,-225590000.0,478700000.0,10.550000190734863,565000.0
2023-08-03,2023,10-Q,Q2,Udemy,UDMY,gig,2,2023,2023-06-30,education-training-services,consumer-defensive,10.729999542236328,468500.0,509000000.0,-55029000.0,-53843000.0,737568000.0,398258000.0,389700000.0,640000.0,145013786.0,737568000.0,145013786.0,332000.0,398258000.0,-25649000.0,-25316000.0,389700000.0,502300000.0,8.829999923706055,416300.0
2023-11-02,2023,10-Q,Q3,Udemy,UDMY,gig,3,2023,2023-09-30,education-training-services,consumer-defensive,9.5,539100.0,516900000.0,-101722000.0,-97094000.0,737568000.0,398258000.0,389700000.0,1151000.0,145013786.0,737568000.0,145013786.0,640000.0,398258000.0,-55029000.0,-53843000.0,389700000.0,509000000.0,10.729999542236328,468500.0
2024-02-26,2023,10-K,FY,Udemy,UDMY,gig,4,2023,2023-12-31,education-training-services,consumer-defensive,14.729999542236328,690800.0,552300000.0,-80026000.0,-77907000.0,737568000.0,398258000.0,-260685000.0,1183000.0,145013786.0,737568000.0,145013786.0,1151000.0,398258000.0,-101722000.0,-97094000.0,389700000.0,516900000.0,9.5,539100.0
2024-05-06,2024,10-Q,Q1,Udemy,UDMY,gig,1,2024,2024-03-31,education-training-services,consumer-defensive,10.979999542236328,718600.0,555300000.0,-44544000.0,-47277000.0,741196000.0,384304000.0,339310000.0,1057000.0,157166360.0,737568000.0,145013786.0,1183000.0,398258000.0,-80026000.0,-77907000.0,-260685000.0,552300000.0,14.729999542236328,690800.0
2024-08-01,2024,10-Q,Q2,Udemy,UDMY,gig,2,2024,2024-06-30,education-training-services,consumer-defensive,8.630000114440918,2010800.0,557400000.0,-70279000.0,-74739000.0,741196000.0,384304000.0,339310000.0,2113000.0,157166360.0,741196000.0,157166360.0,1057000.0,384304000.0,-44544000.0,-47277000.0,339310000.0,555300000.0,10.979999542236328,718600.0
2024-10-31,2024,10-Q,Q3,Udemy,UDMY,gig,3,2024,2024-09-30,education-training-services,consumer-defensive,7.440000057220459,1093500.0,532600000.0,-87046000.0,-96235000.0,741196000.0,384304000.0,339310000.0,2924000.0,157166360.0,741196000.0,157166360.0,2113000.0,384304000.0,-70279000.0,-74739000.0,339310000.0,557400000.0,8.630000114440918,2010800.0
2025-02-19,2024,10-K,FY,Udemy,UDMY,gig,4,2024,2024-12-31,education-training-services,consumer-defensive,8.229999542236328,475600.0,548600000.0,-153875000.0,-151190000.0,741196000.0,384304000.0,389700000.0,2286000.0,157166360.0,741196000.0,157166360.0,2924000.0,384304000.0,-87046000.0,-96235000.0,339310000.0,532600000.0,7.440000057220459,1093500.0
2025-05-01,2025,10-Q,Q1,Udemy,UDMY,gig,1,2025,2025-03-31,education-training-services,consumer-defensive,7.760000228881836,1791000.0,564000000.0,-18339000.0,-22729000.0,605628000.0,408234000.0,356892000.0,1027000.0,147484280.0,741196000.0,157166360.0,2286000.0,384304000.0,-153875000.0,-151190000.0,389700000.0,548600000.0,8.229999542236328,475600.0
2025-07-31,2025,10-Q,Q2,Udemy,UDMY,gig,2,2025,2025-06-30,education-training-services,consumer-defensive,7.03000020980835,1087900.0,553200000.0,-50153000.0,-48275000.0,605628000.0,408234000.0,356892000.0,1829000.0,147484280.0,605628000.0,147484280.0,1027000.0,408234000.0,-18339000.0,-22729000.0,356892000.0,564000000.0,7.760000228881836,1791000.0
2025-10-30,2025,10-Q,Q3,Udemy,UDMY,gig,3,2025,2025-09-30,education-training-services,consumer-defensive,7.010000228881836,1683700.0,535900000.0,-75424000.0,-77734000.0,605628000.0,408234000.0,356892000.0,2692000.0,147484280.0,605628000.0,147484280.0,1829000.0,408234000.0,-50153000.0,-48275000.0,356892000.0,553200000.0,7.03000020980835,1087900.0
2026-02-19,2025,10-K,FY,Udemy,UDMY,gig,4,2025,2025-12-31,education-training-services,consumer-defensive,5.760000228881836,2855200.0,567900000.0,-107294000.0,-121895000.0,605628000.0,408234000.0,339310000.0,3653000.0,147484280.0,605628000.0,147484280.0,2692000.0,408234000.0,-75424000.0,-77734000.0,356892000.0,535900000.0,7.010000228881836,1683700.0
2018-11-08,2018,10-Q,Q3,Upwork,UPWK,gig,3,2018,,,,,,147793000.0,1068000.0,1828000.0,275189000.0,140070000.0,-31367000.0,56000.0,33740323.0,,,,,,,,,,
2019-03-07,2018,10-K,FY,Upwork,UPWK,gig,4,2018,2018-12-31,internet-content-information,communication-services,18.11000061035156,337200.0,164445000.0,-16233000.0,-14468000.0,275189000.0,140070000.0,-21434000.0,-1000.0,33740323.0,275189000.0,33740323.0,56000.0,140070000.0,1068000.0,1828000.0,-31367000.0,147793000.0,,
2019-05-08,2019,10-Q,Q1,Upwork,UPWK,gig,1,2019,2019-03-31,internet-content-information,communication-services,19.13999938964844,1189400.0,59218000.0,-6784000.0,-6009000.0,391573000.0,147828000.0,-31367000.0,-3000.0,106454321.0,275189000.0,33740323.0,-1000.0,140070000.0,-16233000.0,-14468000.0,-21434000.0,164445000.0,18.11000061035156,337200.0
2019-08-07,2019,10-Q,Q2,Upwork,UPWK,gig,2,2019,2019-06-30,internet-content-information,communication-services,16.079999923706055,6966900.0,121899000.0,-7196000.0,-5680000.0,391573000.0,147828000.0,-31367000.0,9000.0,106454321.0,391573000.0,106454321.0,-3000.0,147828000.0,-6784000.0,-6009000.0,-31367000.0,59218000.0,19.13999938964844,1189400.0
2019-11-06,2019,10-Q,Q3,Upwork,UPWK,gig,3,2019,2019-09-30,internet-content-information,communication-services,13.3100004196167,1698000.0,186012000.0,-14542000.0,-9014000.0,391573000.0,147828000.0,-31367000.0,9000.0,106454321.0,391573000.0,106454321.0,9000.0,147828000.0,-7196000.0,-5680000.0,-31367000.0,121899000.0,16.079999923706055,6966900.0
2020-03-02,2019,10-K,FY,Upwork,UPWK,gig,4,2019,2019-12-31,internet-content-information,communication-services,10.670000076293944,1182600.0,202552000.0,-4123000.0,-3123000.0,391573000.0,147828000.0,-30131000.0,-22000.0,106454321.0,391573000.0,106454321.0,9000.0,147828000.0,-14542000.0,-9014000.0,-31367000.0,186012000.0,13.3100004196167,1698000.0
2020-05-06,2020,10-Q,Q1,Upwork,UPWK,gig,1,2020,2020-03-31,internet-content-information,communication-services,6.449999809265137,1271400.0,68476000.0,-5160000.0,-5265000.0,446380000.0,186956000.0,243745000.0,1000.0,113604398.0,391573000.0,106454321.0,-22000.0,147828000.0,-4123000.0,-3123000.0,-30131000.0,202552000.0,10.670000076293944,1182600.0
2020-08-04,2020,10-Q,Q2,Upwork,UPWK,gig,2,2020,2020-06-30,internet-content-information,communication-services,14.4399995803833,3574600.0,142259000.0,-7611000.0,-8164000.0,446380000.0,186956000.0,243745000.0,28000.0,113604398.0,446380000.0,113604398.0,1000.0,186956000.0,-5160000.0,-5265000.0,243745000.0,68476000.0,6.449999809265137,1271400.0
2020-11-04,2020,10-Q,Q3,Upwork,UPWK,gig,3,2020,2020-09-30,internet-content-information,communication-services,17.440000534057617,2331400.0,220274000.0,-11158000.0,-11856000.0,446380000.0,186956000.0,243745000.0,28000.0,113604398.0,446380000.0,113604398.0,28000.0,186956000.0,-7611000.0,-8164000.0,243745000.0,142259000.0,14.4399995803833,3574600.0
2021-02-24,2020,10-K,FY,Upwork,UPWK,gig,4,2020,2020-12-31,internet-content-information,communication-services,34.52000045776367,1485200.0,253354000.0,-19907000.0,-11712000.0,446380000.0,186956000.0,-31367000.0,15000.0,113604398.0,446380000.0,113604398.0,28000.0,186956000.0,-11158000.0,-11856000.0,243745000.0,220274000.0,17.440000534057617,2331400.0
2021-05-04,2021,10-Q,Q1,Upwork,UPWK,gig,1,2021,2021-03-31,internet-content-information,communication-services,44.77000045776367,1214800.0,83196000.0,-10021000.0,-9051000.0,529227000.0,229917000.0,259424000.0,9000.0,124795222.0,446380000.0,113604398.0,15000.0,186956000.0,-19907000.0,-11712000.0,-31367000.0,253354000.0,34.52000045776367,1485200.0
2021-07-29,2021,10-Q,Q2,Upwork,UPWK,gig,2,2021,2021-06-30,internet-content-information,communication-services,58.290000915527344,1805600.0,170727000.0,-21045000.0,-20035000.0,529227000.0,229917000.0,259424000.0,39000.0,124795222.0,529227000.0,124795222.0,9000.0,229917000.0,-10021000.0,-9051000.0,259424000.0,83196000.0,44.77000045776367,1214800.0
2021-10-27,2021,10-Q,Q3,Upwork,UPWK,gig,3,2021,2021-09-30,internet-content-information,communication-services,45.02999877929688,1824100.0,267475000.0,-23792000.0,-23064000.0,529227000.0,229917000.0,259424000.0,57000.0,124795222.0,529227000.0,124795222.0,39000.0,229917000.0,-21045000.0,-20035000.0,259424000.0,170727000.0,58.290000915527344,1805600.0
2022-02-15,2021,10-K,FY,Upwork,UPWK,gig,4,2021,2021-12-31,internet-content-information,communication-services,34.15999984741211,672300.0,300562000.0,-16659000.0,-18732000.0,529227000.0,229917000.0,243745000.0,28000.0,124795222.0,529227000.0,124795222.0,57000.0,229917000.0,-23792000.0,-23064000.0,259424000.0,267475000.0,45.02999877929688,1824100.0
2022-04-27,2022,10-Q,Q1,Upwork,UPWK,gig,1,2022,2022-03-31,internet-content-information,communication-services,23.239999771118164,567100.0,113619000.0,-7835000.0,-7697000.0,1081061000.0,821544000.0,299310000.0,17000.0,129130478.0,529227000.0,124795222.0,28000.0,229917000.0,-16659000.0,-18732000.0,243745000.0,300562000.0,34.15999984741211,672300.0
2022-07-27,2022,10-Q,Q2,Upwork,UPWK,gig,2,2022,2022-06-30,internet-content-information,communication-services,20.68000030517578,1299300.0,237800000.0,-24373000.0,-24092000.0,1081061000.0,821544000.0,299310000.0,33000.0,129130478.0,1081061000.0,129130478.0,17000.0,821544000.0,-7835000.0,-7697000.0,299310000.0,113619000.0,23.239999771118164,567100.0
2022-10-26,2022,10-Q,Q3,Upwork,UPWK,gig,3,2022,2022-09-30,internet-content-information,communication-services,13.619999885559082,867500.0,365941000.0,-33684000.0,-32409000.0,1081061000.0,821544000.0,299310000.0,59000.0,129130478.0,1081061000.0,129130478.0,33000.0,821544000.0,-24373000.0,-24092000.0,299310000.0,237800000.0,20.68000030517578,1299300.0
2023-02-16,2022,10-K,FY,Upwork,UPWK,gig,4,2022,2022-12-31,internet-content-information,communication-services,10.4399995803833,1120800.0,373628000.0,-22867000.0,-22408000.0,1081061000.0,821544000.0,259424000.0,150000.0,129130478.0,1081061000.0,129130478.0,59000.0,821544000.0,-33684000.0,-32409000.0,299310000.0,365941000.0,13.619999885559082,867500.0
2023-05-03,2023,10-Q,Q1,Upwork,UPWK,gig,1,2023,2023-03-31,internet-content-information,communication-services,11.31999969482422,1335800.0,141337000.0,-24738000.0,-23652000.0,1080245000.0,831366000.0,259517000.0,29000.0,132368265.0,1081061000.0,129130478.0,150000.0,821544000.0,-22867000.0,-22408000.0,259424000.0,373628000.0,10.4399995803833,1120800.0
2023-08-02,2023,10-Q,Q2,Upwork,UPWK,gig,2,2023,2023-06-30,internet-content-information,communication-services,9.34000015258789,1471100.0,298235000.0,-48558000.0,-46700000.0,1080245000.0,831366000.0,259517000.0,56000.0,132368265.0,1080245000.0,132368265.0,29000.0,831366000.0,-24738000.0,-23652000.0,259517000.0,141337000.0,11.31999969482422,1335800.0
